,AgentNumber,PolicyNo,CUT_OFF,Applied Premium Date,Issued Date,Premium Collected,Receive Policy date,Freelook,FYC,RYC,Final_FYC,Final_RYC,Total_Commision,FYC/RYC,Status,Final_Result,KyTinhToan,KyKhoaSo,KyThanhToan
444,60006668,80009590,20240126,2024-01-22,2017-01-23,12307000.0,2017-02-03,2549.0,0.0,257000.0,0.0,257000.0,257000.0,RYC,5,5,20240126,20240126,20240126
448,60006669,80009449,20240126,2024-01-18,2017-01-20,15695000.0,2017-01-24,2559.0,0.0,322000.0,0.0,322000.0,322000.0,RYC,5,5,20240126,20240126,20240126
450,60006672,80009460,20240126,2024-01-18,2017-01-19,7488000.0,2017-01-24,2559.0,0.0,150000.0,0.0,150000.0,150000.0,RYC,5,5,20240126,20240126,20240126
451,60006677,80072145,20240126,2024-01-19,2021-01-21,500000.0,2021-01-29,1093.0,0.0,30000.0,0.0,30000.0,30000.0,RYC,5,5,20240126,20240126,20240126
455,60006677,80103616,20240126,2024-01-24,2022-02-17,15071000.0,2022-02-25,701.0,0.0,1083000.0,0.0,1083000.0,1083000.0,RYC,5,5,20240126,20240126,20240126
460,60006707,80008345,20240126,2024-01-26,2016-12-26,5212000.0,2017-01-04,2579.0,0.0,54000.0,0.0,54000.0,54000.0,RYC,5,5,20240126,20240126,20240126
462,60006707,80009115,20240126,2024-01-25,2017-01-11,6868000.0,2017-01-19,2564.0,0.0,69000.0,0.0,69000.0,69000.0,RYC,5,5,20240126,20240126,20240126
463,60006707,80009116,20240126,2024-01-25,2017-01-11,6664000.0,2017-01-19,2564.0,0.0,137000.0,0.0,137000.0,137000.0,RYC,5,5,20240126,20240126,20240126
466,60006707,80009610,20240126,2024-01-19,2017-01-20,11514000.0,2017-02-02,2550.0,0.0,230000.0,0.0,230000.0,230000.0,RYC,5,5,20240126,20240126,20240126
467,60006707,80009627,20240126,2024-01-18,2017-01-20,5435000.0,2017-01-26,2557.0,0.0,54000.0,0.0,54000.0,54000.0,RYC,5,5,20240126,20240126,20240126
468,60006707,80026551,20240126,2024-01-22,2018-07-23,9164000.0,2018-07-27,2010.0,0.0,92000.0,0.0,92000.0,92000.0,RYC,5,5,20240126,20240126,20240126
469,60006743,80009537,20240126,2024-01-19,2017-01-20,4582000.0,2017-01-25,2558.0,0.0,46000.0,0.0,46000.0,46000.0,RYC,5,5,20240126,20240126,20240126
470,60006786,80132091,20240115,2024-01-15,2023-01-17,10223000.0,2023-01-31,350.0,0.0,971000.0,0.0,971000.0,971000.0,RYC,5,5,20240115,20240115,20240115
474,60006887,80008428,20240126,2024-01-18,2016-12-26,10290000.0,2017-01-03,2580.0,0.0,207000.0,0.0,207000.0,207000.0,RYC,5,5,20240126,20240126,20240126
480,60006894,80009243,20240115,2024-01-14,2017-01-16,5699000.0,2017-01-19,2553.0,0.0,114000.0,0.0,114000.0,114000.0,RYC,5,5,20240115,20240115,20240115
482,60006894,80037117,20240126,2024-01-21,2019-01-22,5183000.0,2019-01-25,1828.0,0.0,52000.0,0.0,52000.0,52000.0,RYC,5,5,20240126,20240126,20240126
483,60006894,80037420,20240126,2024-01-23,2019-01-25,8613000.0,2019-01-30,1823.0,0.0,86000.0,0.0,86000.0,86000.0,RYC,5,5,20240126,20240126,20240126
485,60006894,80037420,20240126,2024-01-24,2019-01-25,829000.0,2019-01-30,1823.0,0.0,8000.0,0.0,8000.0,8000.0,RYC,5,5,20240126,20240126,20240126
487,60006894,80071909,20240126,2024-01-26,2021-01-12,12560000.0,2021-01-15,1107.0,0.0,754000.0,0.0,754000.0,754000.0,RYC,5,5,20240126,20240126,20240126
493,60006894,80079661,20240126,2024-01-25,2021-04-26,2964000.0,2021-05-04,998.0,0.0,225000.0,0.0,225000.0,225000.0,RYC,5,5,20240126,20240126,20240126
501,60006894,80101529,20240115,2024-01-05,2022-01-05,18658000.0,2022-01-10,736.0,0.0,1362000.0,0.0,1362000.0,1362000.0,RYC,5,5,20240115,20240115,20240115
504,60006894,80125481,20240126,2024-01-17,2022-11-18,5082000.0,2022-11-22,431.0,0.0,479000.0,0.0,479000.0,479000.0,RYC,5,5,20240126,20240126,20240126
508,60006911,80099083,20240126,2024-01-19,2021-12-14,4043000.0,2021-12-20,768.0,0.0,326000.0,0.0,326000.0,326000.0,RYC,5,5,20240126,20240126,20240126
511,60006914,80009153,20240115,2024-01-10,2017-01-12,6628000.0,2017-01-16,2556.0,0.0,133000.0,0.0,133000.0,133000.0,RYC,5,5,20240115,20240115,20240115
514,60006915,80009655,20240126,2024-01-23,2017-01-23,9635000.0,2017-02-13,2539.0,0.0,192000.0,0.0,192000.0,192000.0,RYC,5,5,20240126,20240126,20240126
518,60006926,80009093,20240115,2024-01-12,2017-01-06,5519000.0,2017-01-10,2562.0,0.0,58000.0,0.0,58000.0,58000.0,RYC,5,5,20240115,20240115,20240115
520,60006926,80019390,20240115,2024-01-08,2018-01-11,4390000.0,2018-01-16,2191.0,0.0,46000.0,0.0,46000.0,46000.0,RYC,5,5,20240115,20240115,20240115
522,60007095,80008578,20240115,2024-01-15,2016-12-28,8258000.0,2017-01-03,2569.0,0.0,86000.0,0.0,86000.0,86000.0,RYC,5,5,20240115,20240115,20240115
524,60007095,80008578,20240126,2024-01-16,2016-12-28,152000.0,2017-01-03,2580.0,0.0,2000.0,0.0,2000.0,2000.0,RYC,5,5,20240126,20240126,20240126
525,60007095,80009420,20240126,2024-01-19,2017-01-18,8000000.0,2017-01-23,2560.0,0.0,85000.0,0.0,85000.0,85000.0,RYC,5,5,20240126,20240126,20240126
527,60007148,80007929,20240126,2024-01-17,2016-12-08,8334000.0,2016-12-12,2602.0,0.0,83000.0,0.0,83000.0,83000.0,RYC,5,5,20240126,20240126,20240126
528,60007165,80009114,20240115,2024-01-11,2017-01-09,5378000.0,2017-01-16,2556.0,0.0,111000.0,0.0,111000.0,111000.0,RYC,5,5,20240115,20240115,20240115
530,60007327,80009293,20240126,2024-01-17,2017-01-17,6077000.0,2017-01-24,2559.0,0.0,64000.0,0.0,64000.0,64000.0,RYC,5,5,20240126,20240126,20240126
532,60007492,80009604,20240126,2024-01-19,2017-01-20,5483000.0,2017-01-27,2556.0,0.0,57000.0,0.0,57000.0,57000.0,RYC,5,5,20240126,20240126,20240126
535,60007492,80009604,20240126,2024-01-22,2017-01-20,1175000.0,2017-01-27,2556.0,0.0,12000.0,0.0,12000.0,12000.0,RYC,5,5,20240126,20240126,20240126
538,60007492,80055293,20240115,2024-01-02,2020-01-03,4806000.0,2020-01-10,1467.0,0.0,96000.0,0.0,96000.0,96000.0,RYC,5,5,20240115,20240115,20240115
539,60007528,80009314,20240126,2024-01-18,2017-01-19,21055000.0,2017-02-03,2549.0,0.0,211000.0,0.0,211000.0,211000.0,RYC,5,5,20240126,20240126,20240126
540,60007528,80009318,20240126,2024-01-18,2017-01-17,10600000.0,2017-01-31,2552.0,0.0,106000.0,0.0,106000.0,106000.0,RYC,5,5,20240126,20240126,20240126
541,60007528,80009323,20240126,2024-01-18,2017-01-17,5680000.0,2017-01-31,2552.0,0.0,57000.0,0.0,57000.0,57000.0,RYC,5,5,20240126,20240126,20240126
542,60007595,80009112,20240115,2024-01-11,2017-01-19,8456000.0,2017-01-24,2548.0,0.0,169000.0,0.0,169000.0,169000.0,RYC,5,5,20240115,20240115,20240115
547,60007690,80009360,20240126,2024-01-23,2017-01-18,7262000.0,2017-01-24,2559.0,0.0,145000.0,0.0,145000.0,145000.0,RYC,5,5,20240126,20240126,20240126
548,60007702,80009267,20240115,2024-01-05,2017-01-17,936000.0,2017-01-19,2553.0,0.0,19000.0,0.0,19000.0,19000.0,RYC,5,5,20240115,20240115,20240115
550,60007710,80009194,20240115,2024-01-15,2017-01-13,7237000.0,2017-01-23,2549.0,0.0,75000.0,0.0,75000.0,75000.0,RYC,5,5,20240115,20240115,20240115
552,60007710,80009194,20240126,2024-01-16,2017-01-13,5297000.0,2017-01-23,2560.0,0.0,53000.0,0.0,53000.0,53000.0,RYC,5,5,20240126,20240126,20240126
553,60007710,80012599,20240115,2024-01-05,2017-06-20,2080000.0,2017-06-24,2397.0,0.0,22000.0,0.0,22000.0,22000.0,RYC,5,5,20240115,20240115,20240115
555,60007717,80009187,20240115,2024-01-15,2017-01-12,11019000.0,2017-01-23,2549.0,0.0,110000.0,0.0,110000.0,110000.0,RYC,5,5,20240115,20240115,20240115
556,60007717,80009187,20240126,2024-01-17,2017-01-12,700000.0,2017-01-23,2560.0,0.0,7000.0,0.0,7000.0,7000.0,RYC,5,5,20240126,20240126,20240126
558,60007717,80009187,20240126,2024-01-22,2017-01-12,300000.0,2017-01-23,2560.0,0.0,3000.0,0.0,3000.0,3000.0,RYC,5,5,20240126,20240126,20240126
560,60007717,80009204,20240115,2024-01-12,2017-01-13,8712000.0,2017-01-23,2549.0,0.0,90000.0,0.0,90000.0,90000.0,RYC,5,5,20240115,20240115,20240115
562,60007717,80009210,20240115,2024-01-12,2017-01-13,7494000.0,2017-01-23,2549.0,0.0,80000.0,0.0,80000.0,80000.0,RYC,5,5,20240115,20240115,20240115
565,60007717,80009210,20240115,2024-01-15,2017-01-13,187000.0,2017-01-23,2549.0,0.0,2000.0,0.0,2000.0,2000.0,RYC,5,5,20240115,20240115,20240115
568,60007717,80055843,20240126,2024-01-17,2020-02-05,10845000.0,2020-02-11,1446.0,0.0,432000.0,0.0,432000.0,432000.0,RYC,5,5,20240126,20240126,20240126
571,60007834,80012542,20240115,2024-01-03,2017-06-16,5219000.0,2017-06-21,2400.0,0.0,52000.0,0.0,52000.0,52000.0,RYC,5,5,20240115,20240115,20240115
572,60007834,80013122,20240115,2024-01-09,2017-06-27,2405000.0,2017-07-02,2389.0,0.0,24000.0,0.0,24000.0,24000.0,RYC,5,5,20240115,20240115,20240115
573,60007847,80009643,20240126,2024-01-19,2017-01-23,1295000.0,2017-01-25,2558.0,0.0,13000.0,0.0,13000.0,13000.0,RYC,5,5,20240126,20240126,20240126
575,60008144,80011525,20240126,2024-01-25,2017-04-26,460000.0,2017-05-05,2458.0,0.0,9000.0,0.0,9000.0,9000.0,RYC,5,5,20240126,20240126,20240126
578,60008144,80011525,20240126,2024-01-26,2017-04-26,160000.0,2017-05-05,2458.0,0.0,2000.0,0.0,2000.0,2000.0,RYC,5,5,20240126,20240126,20240126
581,60008144,80013433,20240115,2024-01-12,2017-07-17,1284000.0,2017-07-28,2363.0,0.0,13000.0,0.0,13000.0,13000.0,RYC,5,5,20240115,20240115,20240115
585,60008144,80013433,20240115,2024-01-14,2017-07-17,731000.0,2017-07-28,2363.0,0.0,14000.0,0.0,14000.0,14000.0,RYC,5,5,20240115,20240115,20240115
589,60008144,80013433,20240115,2024-01-15,2017-07-17,3731000.0,2017-07-28,2363.0,0.0,37000.0,0.0,37000.0,37000.0,RYC,5,5,20240115,20240115,20240115
593,60008299,80011769,20240126,2024-01-22,2017-05-19,4000000.0,2017-05-25,2438.0,0.0,40000.0,0.0,40000.0,40000.0,RYC,5,5,20240126,20240126,20240126
596,60008299,80011895,20240115,2024-01-02,2017-05-23,3375000.0,2017-06-02,2419.0,0.0,34000.0,0.0,34000.0,34000.0,RYC,5,5,20240115,20240115,20240115
598,60008299,80011895,20240115,2024-01-03,2017-05-23,3599000.0,2017-06-02,2419.0,0.0,36000.0,0.0,36000.0,36000.0,RYC,5,5,20240115,20240115,20240115
600,60008316,80009828,20240126,2024-01-19,2017-02-20,4554000.0,2017-02-22,2530.0,0.0,93000.0,0.0,93000.0,93000.0,RYC,5,5,20240126,20240126,20240126
607,60008316,80013020,20240115,2024-01-11,2017-06-26,2729000.0,2017-06-30,2391.0,0.0,31000.0,0.0,31000.0,31000.0,RYC,5,5,20240115,20240115,20240115
610,60008316,80013020,20240115,2024-01-12,2017-06-26,1946000.0,2017-06-30,2391.0,0.0,19000.0,0.0,19000.0,19000.0,RYC,5,5,20240115,20240115,20240115
613,60008350,80019451,20240126,2024-01-17,2018-01-12,4971000.0,2018-01-21,2197.0,0.0,59000.0,0.0,59000.0,59000.0,RYC,5,5,20240126,20240126,20240126
617,60008350,80019451,20240126,2024-01-18,2018-01-12,1353000.0,2018-01-21,2197.0,0.0,14000.0,0.0,14000.0,14000.0,RYC,5,5,20240126,20240126,20240126
621,60008398,80016979,20240115,2024-01-03,2017-11-09,6221000.0,2017-11-13,2255.0,0.0,72000.0,0.0,72000.0,72000.0,RYC,5,5,20240115,20240115,20240115
624,60008439,80012009,20240115,2024-01-03,2017-05-24,2203000.0,2017-05-31,2421.0,0.0,23000.0,0.0,23000.0,23000.0,RYC,5,5,20240115,20240115,20240115
627,60008439,80012009,20240115,2024-01-04,2017-05-24,1896000.0,2017-05-31,2421.0,0.0,19000.0,0.0,19000.0,19000.0,RYC,5,5,20240115,20240115,20240115
630,60008439,80015379,20240126,2024-01-18,2017-09-20,6580000.0,2017-09-25,2315.0,0.0,66000.0,0.0,66000.0,66000.0,RYC,5,5,20240126,20240126,20240126
631,60008439,80018390,20240115,2024-01-03,2017-12-20,1000000.0,2017-12-25,2213.0,0.0,10000.0,0.0,10000.0,10000.0,RYC,5,5,20240115,20240115,20240115
632,60008439,80019837,20240126,2024-01-24,2018-01-24,5175000.0,2018-01-29,2189.0,0.0,54000.0,0.0,54000.0,54000.0,RYC,5,5,20240126,20240126,20240126
634,60008439,80127483,20240126,2024-01-18,2022-12-16,12125000.0,2022-12-24,399.0,0.0,1118000.0,0.0,1118000.0,1118000.0,RYC,5,5,20240126,20240126,20240126
638,60008440,80017472,20240126,2024-01-22,2017-11-25,5000000.0,2017-12-01,2248.0,0.0,50000.0,0.0,50000.0,50000.0,RYC,5,5,20240126,20240126,20240126
639,60008440,80019387,20240126,2024-01-17,2018-01-08,9303000.0,2018-01-11,2207.0,0.0,96000.0,0.0,96000.0,96000.0,RYC,5,5,20240126,20240126,20240126
642,60008440,80019387,20240126,2024-01-18,2018-01-08,1905000.0,2018-01-11,2207.0,0.0,19000.0,0.0,19000.0,19000.0,RYC,5,5,20240126,20240126,20240126
645,60008440,80019424,20240115,2024-01-15,2018-01-17,8810000.0,2018-01-19,2188.0,0.0,88000.0,0.0,88000.0,88000.0,RYC,5,5,20240115,20240115,20240115
646,60008440,80019761,20240126,2024-01-24,2018-01-23,3542000.0,2018-01-27,2191.0,0.0,35000.0,0.0,35000.0,35000.0,RYC,5,5,20240126,20240126,20240126
647,60008440,80025828,20240115,2024-01-08,2018-06-28,2046000.0,2018-07-06,2020.0,0.0,20000.0,0.0,20000.0,20000.0,RYC,5,5,20240115,20240115,20240115
649,60008440,80025828,20240115,2024-01-09,2018-06-28,1004000.0,2018-07-06,2020.0,0.0,10000.0,0.0,10000.0,10000.0,RYC,5,5,20240115,20240115,20240115
651,60008440,80026887,20240126,2024-01-26,2018-07-26,2228000.0,2018-08-02,2004.0,0.0,22000.0,0.0,22000.0,22000.0,RYC,5,5,20240126,20240126,20240126
652,60008440,80028635,20240126,2024-01-22,2018-08-27,5768000.0,2018-09-05,1970.0,0.0,58000.0,0.0,58000.0,58000.0,RYC,5,5,20240126,20240126,20240126
653,60008440,80032862,20240126,2024-01-19,2018-11-16,1000000.0,2018-11-20,1894.0,0.0,10000.0,0.0,10000.0,10000.0,RYC,5,5,20240126,20240126,20240126
654,60008440,80052328,20240115,2024-01-03,2019-11-11,6108000.0,2019-11-13,1525.0,0.0,244000.0,0.0,244000.0,244000.0,RYC,5,5,20240115,20240115,20240115
655,60008440,80052363,20240126,2024-01-22,2019-11-20,980000.0,2019-11-23,1526.0,0.0,39000.0,0.0,39000.0,39000.0,RYC,5,5,20240126,20240126,20240126
657,60008440,80052363,20240126,2024-01-24,2019-11-20,200000.0,2019-11-23,1526.0,0.0,4000.0,0.0,4000.0,4000.0,RYC,5,5,20240126,20240126,20240126
659,60008440,80055333,20240115,2024-01-05,2020-01-07,5188000.0,2020-01-09,1468.0,0.0,208000.0,0.0,208000.0,208000.0,RYC,5,5,20240115,20240115,20240115
660,60008571,80013330,20240126,2024-01-18,2017-07-24,331000.0,2017-07-30,2372.0,0.0,7000.0,0.0,7000.0,7000.0,RYC,5,5,20240126,20240126,20240126
662,60008572,80011167,20240126,2024-01-17,2017-04-19,2884000.0,2017-04-22,2471.0,0.0,29000.0,0.0,29000.0,29000.0,RYC,5,5,20240126,20240126,20240126
663,60008631,80011300,20240126,2024-01-19,2017-04-25,1500000.0,2017-05-05,2458.0,0.0,15000.0,0.0,15000.0,15000.0,RYC,5,5,20240126,20240126,20240126
664,60008631,80013541,20240126,2024-01-17,2017-07-24,2397000.0,2017-07-31,2371.0,0.0,24000.0,0.0,24000.0,24000.0,RYC,5,5,20240126,20240126,20240126
667,60008631,80013541,20240126,2024-01-20,2017-07-24,466000.0,2017-07-31,2371.0,0.0,9000.0,0.0,9000.0,9000.0,RYC,5,5,20240126,20240126,20240126
670,60008631,80013541,20240126,2024-01-22,2017-07-24,226000.0,2017-07-31,2371.0,0.0,2000.0,0.0,2000.0,2000.0,RYC,5,5,20240126,20240126,20240126
673,60008637,80009572,20240126,2024-01-19,2017-01-20,7500000.0,2017-01-25,2558.0,0.0,75000.0,0.0,75000.0,75000.0,RYC,5,5,20240126,20240126,20240126
675,60008637,80009572,20240126,2024-01-22,2017-01-20,3269000.0,2017-01-25,2558.0,0.0,33000.0,0.0,33000.0,33000.0,RYC,5,5,20240126,20240126,20240126
677,60008637,80020520,20240115,2024-01-09,2018-02-23,1916000.0,2018-02-28,2148.0,0.0,19000.0,0.0,19000.0,19000.0,RYC,5,5,20240115,20240115,20240115
678,60008698,80011858,20240115,2024-01-15,2017-05-22,3430000.0,2017-05-24,2428.0,0.0,34000.0,0.0,34000.0,34000.0,RYC,5,5,20240115,20240115,20240115
679,60008698,80011858,20240126,2024-01-16,2017-05-22,596000.0,2017-05-24,2439.0,0.0,6000.0,0.0,6000.0,6000.0,RYC,5,5,20240126,20240126,20240126
680,60008718,80013326,20240115,2024-01-12,2017-07-04,199000.0,2017-07-11,2380.0,0.0,2000.0,0.0,2000.0,2000.0,RYC,5,5,20240115,20240115,20240115
682,60008718,80013326,20240115,2024-01-15,2017-07-04,4415000.0,2017-07-11,2380.0,0.0,44000.0,0.0,44000.0,44000.0,RYC,5,5,20240115,20240115,20240115
684,60008746,80014150,20240126,2024-01-26,2017-08-25,2129000.0,2017-09-05,2335.0,0.0,21000.0,0.0,21000.0,21000.0,RYC,5,5,20240126,20240126,20240126
685,60008776,80019700,20240126,2024-01-18,2018-01-23,8026000.0,2018-01-30,2188.0,0.0,80000.0,0.0,80000.0,80000.0,RYC,5,5,20240126,20240126,20240126
687,60008776,80019700,20240126,2024-01-22,2018-01-23,2744000.0,2018-01-30,2188.0,0.0,27000.0,0.0,27000.0,27000.0,RYC,5,5,20240126,20240126,20240126
689,60008806,80013421,20240115,2024-01-11,2017-07-14,1961000.0,2017-07-20,2371.0,0.0,20000.0,0.0,20000.0,20000.0,RYC,5,5,20240115,20240115,20240115
692,60008806,80013421,20240115,2024-01-12,2017-07-14,2448000.0,2017-07-20,2371.0,0.0,24000.0,0.0,24000.0,24000.0,RYC,5,5,20240115,20240115,20240115
695,60008806,80013421,20240115,2024-01-14,2017-07-14,231000.0,2017-07-20,2371.0,0.0,5000.0,0.0,5000.0,5000.0,RYC,5,5,20240115,20240115,20240115
698,60008849,80019728,20240126,2024-01-23,2018-01-23,5000000.0,2018-01-27,2191.0,0.0,50000.0,0.0,50000.0,50000.0,RYC,5,5,20240126,20240126,20240126
700,60008849,80019728,20240126,2024-01-24,2018-01-23,2188000.0,2018-01-27,2191.0,0.0,22000.0,0.0,22000.0,22000.0,RYC,5,5,20240126,20240126,20240126
702,60008853,80014009,20240126,2024-01-19,2017-07-28,4053000.0,2017-08-01,2370.0,0.0,41000.0,0.0,41000.0,41000.0,RYC,5,5,20240126,20240126,20240126
703,60008893,80019156,20240115,2024-01-09,2017-12-27,8040000.0,2018-01-07,2200.0,0.0,80000.0,0.0,80000.0,80000.0,RYC,5,5,20240115,20240115,20240115
704,60008904,80061343,20240126,2024-01-16,2020-07-29,5420000.0,2020-08-04,1271.0,0.0,325000.0,0.0,325000.0,325000.0,RYC,5,5,20240126,20240126,20240126
709,60008928,80012634,20240115,2024-01-02,2017-06-21,503000.0,2017-06-29,2392.0,0.0,10000.0,0.0,10000.0,10000.0,RYC,5,5,20240115,20240115,20240115
712,60008928,80012634,20240115,2024-01-03,2017-06-21,6535000.0,2017-06-29,2392.0,0.0,65000.0,0.0,65000.0,65000.0,RYC,5,5,20240115,20240115,20240115
715,60008928,80033302,20240126,2024-01-19,2018-11-28,4806000.0,2018-12-07,1877.0,0.0,56000.0,0.0,56000.0,56000.0,RYC,5,5,20240126,20240126,20240126
719,60008928,80033302,20240126,2024-01-22,2018-11-28,2583000.0,2018-12-07,1877.0,0.0,26000.0,0.0,26000.0,26000.0,RYC,5,5,20240126,20240126,20240126
723,60008928,80033335,20240126,2024-01-19,2018-11-30,4346000.0,2018-12-07,1877.0,0.0,47000.0,0.0,47000.0,47000.0,RYC,5,5,20240126,20240126,20240126
726,60008928,80033335,20240126,2024-01-22,2018-11-30,2327000.0,2018-12-07,1877.0,0.0,23000.0,0.0,23000.0,23000.0,RYC,5,5,20240126,20240126,20240126
729,60008928,80036585,20240126,2024-01-16,2019-01-17,5835000.0,2019-01-20,1833.0,0.0,62000.0,0.0,62000.0,62000.0,RYC,5,5,20240126,20240126,20240126
732,60008928,80036585,20240126,2024-01-17,2019-01-17,4165000.0,2019-01-20,1833.0,0.0,42000.0,0.0,42000.0,42000.0,RYC,5,5,20240126,20240126,20240126
735,60008928,80101767,20240126,2024-01-18,2022-01-13,14607000.0,2022-01-19,738.0,0.0,970000.0,0.0,970000.0,970000.0,RYC,5,5,20240126,20240126,20240126
739,60008930,80070170,20240126,2024-01-16,2020-12-29,21428000.0,2021-01-05,1117.0,0.0,1285000.0,0.0,1285000.0,1285000.0,RYC,5,5,20240126,20240126,20240126
742,60008930,80101706,20240115,2024-01-08,2022-01-26,10053000.0,2022-02-19,696.0,0.0,737000.0,0.0,737000.0,737000.0,RYC,5,5,20240115,20240115,20240115
746,60008953,80019359,20240115,2024-01-08,2018-01-04,5542000.0,2018-01-12,2195.0,0.0,87000.0,0.0,87000.0,87000.0,RYC,5,5,20240115,20240115,20240115
749,60008955,80007383,20240115,2024-01-11,2016-11-28,892000.0,2016-12-06,2597.0,339000.0,0.0,339000.0,0.0,339000.0,FYC,5,5,20240115,20240115,20240115
750,60008955,80009356,20240126,2024-01-17,2017-01-18,9775000.0,2017-01-24,2559.0,0.0,101000.0,0.0,101000.0,101000.0,RYC,5,5,20240126,20240126,20240126
752,60008955,80012141,20240126,2024-01-22,2017-05-25,3198000.0,2017-06-02,2430.0,0.0,32000.0,0.0,32000.0,32000.0,RYC,5,5,20240126,20240126,20240126
754,60008955,80012141,20240126,2024-01-24,2017-05-25,1402000.0,2017-06-02,2430.0,0.0,14000.0,0.0,14000.0,14000.0,RYC,5,5,20240126,20240126,20240126
756,60008955,80019355,20240115,2024-01-02,2018-01-04,3950000.0,2018-01-09,2198.0,0.0,40000.0,0.0,40000.0,40000.0,RYC,5,5,20240115,20240115,20240115
757,60009025,80013697,20240126,2024-01-26,2017-07-24,3000000.0,2017-08-01,2370.0,0.0,37000.0,0.0,37000.0,37000.0,RYC,5,5,20240126,20240126,20240126
760,60009026,80013458,20240115,2024-01-15,2017-07-20,2122000.0,2017-07-23,2368.0,0.0,21000.0,0.0,21000.0,21000.0,RYC,5,5,20240115,20240115,20240115
761,60009026,80013458,20240126,2024-01-16,2017-07-20,1315000.0,2017-07-23,2379.0,0.0,20000.0,0.0,20000.0,20000.0,RYC,5,5,20240126,20240126,20240126
764,60009098,80071822,20240115,2024-01-07,2021-01-08,10247000.0,2021-01-19,1092.0,0.0,615000.0,0.0,615000.0,615000.0,RYC,5,5,20240115,20240115,20240115
768,60009123,80019730,20240126,2024-01-22,2018-01-25,10875000.0,2018-01-30,2188.0,0.0,118000.0,0.0,118000.0,118000.0,RYC,5,5,20240126,20240126,20240126
771,60009123,80019730,20240126,2024-01-24,2018-01-25,3326000.0,2018-01-30,2188.0,0.0,33000.0,0.0,33000.0,33000.0,RYC,5,5,20240126,20240126,20240126
774,60009123,80019736,20240126,2024-01-22,2018-01-25,10875000.0,2018-01-30,2188.0,0.0,118000.0,0.0,118000.0,118000.0,RYC,5,5,20240126,20240126,20240126
777,60009123,80019736,20240126,2024-01-24,2018-01-25,3095000.0,2018-01-30,2188.0,0.0,31000.0,0.0,31000.0,31000.0,RYC,5,5,20240126,20240126,20240126
780,60009139,80017169,20240115,2024-01-04,2017-11-20,3000000.0,2017-11-24,2244.0,0.0,30000.0,0.0,30000.0,30000.0,RYC,5,5,20240115,20240115,20240115
781,60009139,80082424,20240126,2024-01-22,2021-05-26,6320000.0,2021-05-29,973.0,0.0,467000.0,0.0,467000.0,467000.0,RYC,5,5,20240126,20240126,20240126
786,60009139,80082436,20240126,2024-01-22,2021-05-26,6284000.0,2021-05-29,973.0,0.0,476000.0,0.0,476000.0,476000.0,RYC,5,5,20240126,20240126,20240126
791,60009139,80103446,20240115,2024-01-09,2022-02-11,6301000.0,2022-02-15,700.0,0.0,605000.0,0.0,605000.0,605000.0,RYC,5,5,20240115,20240115,20240115
795,60009139,80104500,20240126,2024-01-23,2022-02-26,3919000.0,2022-03-05,693.0,0.0,368000.0,0.0,368000.0,368000.0,RYC,5,5,20240126,20240126,20240126
799,60009140,80037197,20240126,2024-01-21,2019-01-23,12500000.0,2019-01-28,1825.0,0.0,125000.0,0.0,125000.0,125000.0,RYC,5,5,20240126,20240126,20240126
800,60009197,80037237,20240126,2024-01-22,2019-01-23,6666000.0,2019-01-31,1822.0,0.0,67000.0,0.0,67000.0,67000.0,RYC,5,5,20240126,20240126,20240126
801,60009197,80074863,20240126,2024-01-23,2021-02-28,8638000.0,2021-03-15,1048.0,0.0,691000.0,0.0,691000.0,691000.0,RYC,5,5,20240126,20240126,20240126
