,AgentNumber,PolicyNo,CUT_OFF,Applied Premium Date,Issued Date,Premium Collected,Receive Policy date,Freelook,FYC,RYC,Final_FYC,Final_RYC,Total_Commision,FYC/RYC,Status,Final_Result,KyTinhToan,KyKhoaSo,KyThanhToan
4262,60022779,80055772,20240115,2024-01-14,2020-01-15,17932000.0,2020-01-21,1456.0,0.0,723000.0,0.0,723000.0,723000.0,RYC,5,5,20240115,20240115,20240115
4265,60022779,80055772,20240115,2024-01-15,2020-01-15,2233000.0,2020-01-21,1456.0,0.0,45000.0,0.0,45000.0,45000.0,RYC,5,5,20240115,20240115,20240115
4268,60022779,80055795,20240115,2024-01-15,2020-02-07,19352000.0,2020-02-14,1432.0,0.0,774000.0,0.0,774000.0,774000.0,RYC,5,5,20240115,20240115,20240115
4269,60022779,80055795,20240126,2024-01-16,2020-02-07,716000.0,2020-02-14,1443.0,0.0,14000.0,0.0,14000.0,14000.0,RYC,5,5,20240126,20240126,20240126
4270,60022802,80055417,20240115,2024-01-08,2020-01-10,300000.0,2020-01-17,1460.0,0.0,12000.0,0.0,12000.0,12000.0,RYC,5,5,20240115,20240115,20240115
4273,60022802,80055417,20240115,2024-01-09,2020-01-10,7726000.0,2020-01-17,1460.0,0.0,309000.0,0.0,309000.0,309000.0,RYC,5,5,20240115,20240115,20240115
4276,60022802,80055417,20240115,2024-01-11,2020-01-10,2477000.0,2020-01-17,1460.0,0.0,50000.0,0.0,50000.0,50000.0,RYC,5,5,20240115,20240115,20240115
4279,60022802,80070931,20240115,2024-01-04,2020-12-31,6333000.0,2021-01-11,1100.0,0.0,379000.0,0.0,379000.0,379000.0,RYC,5,5,20240115,20240115,20240115
4286,60022842,80055158,20240126,2024-01-18,2019-12-26,4000000.0,2019-12-31,1488.0,0.0,160000.0,0.0,160000.0,160000.0,RYC,5,5,20240126,20240126,20240126
4287,60022869,80046365,20240126,2024-01-25,2019-07-09,8052000.0,2019-07-12,1660.0,0.0,322000.0,0.0,322000.0,322000.0,RYC,5,5,20240126,20240126,20240126
4288,60022874,80055524,20240126,2024-01-16,2020-01-14,4224000.0,2020-01-16,1472.0,0.0,171000.0,0.0,171000.0,171000.0,RYC,5,5,20240126,20240126,20240126
4291,60022874,80055524,20240126,2024-01-17,2020-01-14,1887000.0,2020-01-16,1472.0,0.0,38000.0,0.0,38000.0,38000.0,RYC,5,5,20240126,20240126,20240126
4294,60022955,80052882,20240126,2024-01-24,2019-11-25,3022000.0,2019-11-28,1521.0,0.0,116000.0,0.0,116000.0,116000.0,RYC,5,5,20240126,20240126,20240126
4296,60022960,80052424,20240115,2024-01-10,2019-11-12,5001000.0,2019-11-18,1520.0,0.0,204000.0,0.0,204000.0,204000.0,RYC,5,5,20240115,20240115,20240115
4300,60022961,80055336,20240115,2024-01-11,2020-01-06,10445000.0,2020-01-16,1461.0,0.0,423000.0,0.0,423000.0,423000.0,RYC,5,5,20240115,20240115,20240115
4302,60022961,80055346,20240115,2024-01-03,2020-01-10,300000.0,2020-01-16,1461.0,0.0,12000.0,0.0,12000.0,12000.0,RYC,5,5,20240115,20240115,20240115
4303,60022961,80055346,20240126,2024-01-16,2020-01-10,10570000.0,2020-01-16,1472.0,0.0,423000.0,0.0,423000.0,423000.0,RYC,5,5,20240126,20240126,20240126
4305,60022961,80055346,20240126,2024-01-17,2020-01-10,4006000.0,2020-01-16,1472.0,0.0,80000.0,0.0,80000.0,80000.0,RYC,5,5,20240126,20240126,20240126
4307,60022961,80072168,20240126,2024-01-19,2021-01-19,18202000.0,2021-01-22,1100.0,0.0,1092000.0,0.0,1092000.0,1092000.0,RYC,5,5,20240126,20240126,20240126
4317,60022968,80052666,20240126,2024-01-17,2019-11-19,9162000.0,2019-11-25,1524.0,0.0,366000.0,0.0,366000.0,366000.0,RYC,5,5,20240126,20240126,20240126
4319,60022968,80052666,20240126,2024-01-18,2019-11-19,1325000.0,2019-11-25,1524.0,0.0,27000.0,0.0,27000.0,27000.0,RYC,5,5,20240126,20240126,20240126
4321,60022975,80053349,20240115,2024-01-03,2019-11-26,9430000.0,2019-12-02,1506.0,0.0,383000.0,0.0,383000.0,383000.0,RYC,5,5,20240115,20240115,20240115
4324,60022975,80053349,20240115,2024-01-04,2019-11-26,1344000.0,2019-12-02,1506.0,0.0,27000.0,0.0,27000.0,27000.0,RYC,5,5,20240115,20240115,20240115
4327,60022975,80066577,20240115,2024-01-10,2020-11-09,1728000.0,2020-11-19,1153.0,0.0,104000.0,0.0,104000.0,104000.0,RYC,5,5,20240115,20240115,20240115
4331,60023038,80044909,20240126,2024-01-24,2019-06-18,2906000.0,2019-06-24,1678.0,0.0,116000.0,0.0,116000.0,116000.0,RYC,5,5,20240126,20240126,20240126
4333,60023038,80044909,20240126,2024-01-25,2019-06-18,1978000.0,2019-06-24,1678.0,0.0,40000.0,0.0,40000.0,40000.0,RYC,5,5,20240126,20240126,20240126
4335,60023038,80055652,20240115,2024-01-15,2020-01-14,4683000.0,2020-01-18,1459.0,0.0,184000.0,0.0,184000.0,184000.0,RYC,5,5,20240115,20240115,20240115
4337,60023038,80055652,20240126,2024-01-16,2020-01-14,2317000.0,2020-01-18,1470.0,0.0,46000.0,0.0,46000.0,46000.0,RYC,5,5,20240126,20240126,20240126
4338,60023039,80053957,20240115,2024-01-08,2019-12-13,8332000.0,2019-12-23,1485.0,0.0,333000.0,0.0,333000.0,333000.0,RYC,5,5,20240115,20240115,20240115
4340,60023039,80053957,20240115,2024-01-09,2019-12-13,3668000.0,2019-12-23,1485.0,0.0,73000.0,0.0,73000.0,73000.0,RYC,5,5,20240115,20240115,20240115
4342,60023039,80060714,20240126,2024-01-23,2020-07-17,12501000.0,2020-07-27,1279.0,0.0,750000.0,0.0,750000.0,750000.0,RYC,5,5,20240126,20240126,20240126
4349,60023050,80110726,20240126,2024-01-26,2022-05-31,7007000.0,2022-06-06,600.0,0.0,650000.0,0.0,650000.0,650000.0,RYC,5,5,20240126,20240126,20240126
4356,60023053,80055751,20240115,2024-01-14,2020-02-10,25279000.0,2020-02-12,1434.0,0.0,1011000.0,0.0,1011000.0,1011000.0,RYC,5,5,20240115,20240115,20240115
4357,60023058,80055269,20240115,2024-01-05,2020-01-02,5665000.0,2020-01-09,1468.0,0.0,227000.0,0.0,227000.0,227000.0,RYC,5,5,20240115,20240115,20240115
4360,60023058,80055269,20240115,2024-01-08,2020-01-02,1100000.0,2020-01-09,1468.0,0.0,22000.0,0.0,22000.0,22000.0,RYC,5,5,20240115,20240115,20240115
4363,60023084,80052997,20240115,2024-01-05,2019-11-25,3000000.0,2019-12-05,1503.0,0.0,120000.0,0.0,120000.0,120000.0,RYC,5,5,20240115,20240115,20240115
4364,60023084,80054558,20240115,2024-01-15,2019-12-24,5263000.0,2019-12-27,1481.0,0.0,211000.0,0.0,211000.0,211000.0,RYC,5,5,20240115,20240115,20240115
4365,60023084,80054558,20240126,2024-01-16,2019-12-24,2988000.0,2019-12-27,1492.0,0.0,60000.0,0.0,60000.0,60000.0,RYC,5,5,20240126,20240126,20240126
4366,60023084,80055237,20240115,2024-01-05,2019-12-30,8274000.0,2020-01-06,1471.0,0.0,331000.0,0.0,331000.0,331000.0,RYC,5,5,20240115,20240115,20240115
4368,60023084,80055237,20240115,2024-01-08,2019-12-30,1701000.0,2020-01-06,1471.0,0.0,34000.0,0.0,34000.0,34000.0,RYC,5,5,20240115,20240115,20240115
4370,60023084,80055242,20240115,2024-01-05,2019-12-30,5380000.0,2020-01-06,1471.0,0.0,226000.0,0.0,226000.0,226000.0,RYC,5,5,20240115,20240115,20240115
4373,60023084,80055242,20240115,2024-01-08,2019-12-30,4415000.0,2020-01-06,1471.0,0.0,88000.0,0.0,88000.0,88000.0,RYC,5,5,20240115,20240115,20240115
4376,60023084,80055279,20240115,2024-01-05,2020-01-02,1846000.0,2020-01-08,1469.0,0.0,37000.0,0.0,37000.0,37000.0,RYC,5,5,20240115,20240115,20240115
4377,60023111,80055679,20240115,2024-01-14,2020-01-17,5539000.0,2020-02-04,1442.0,0.0,222000.0,0,0,00,RYC,4,4,20240115,20240115,
4380,60023122,80055403,20240126,2024-01-25,2020-02-19,10713000.0,2020-02-24,1433.0,0.0,429000.0,0.0,429000.0,429000.0,RYC,5,5,20240126,20240126,20240126
4381,60023132,80054517,20240126,2024-01-26,2019-12-25,13600000.0,2020-01-04,1484.0,0.0,536000.0,0.0,536000.0,536000.0,RYC,5,5,20240126,20240126,20240126
4386,60023135,80088399,20240126,2024-01-16,2021-07-30,4037000.0,2021-08-09,901.0,0.0,313000.0,0.0,313000.0,313000.0,RYC,5,5,20240126,20240126,20240126
4391,60023159,80036561,20240115,2024-01-08,2019-01-08,8838000.0,2019-01-20,1822.0,0.0,93000.0,0.0,93000.0,93000.0,RYC,5,5,20240115,20240115,20240115
4393,60023159,80053456,20240126,2024-01-17,2019-11-28,5890000.0,2020-01-09,1479.0,0.0,240000.0,0.0,240000.0,240000.0,RYC,5,5,20240126,20240126,20240126
4395,60023159,80054362,20240115,2024-01-08,2019-12-23,9311000.0,2020-01-05,1472.0,0.0,367000.0,0.0,367000.0,367000.0,RYC,5,5,20240115,20240115,20240115
4398,60023159,80054373,20240115,2024-01-08,2019-12-23,8892000.0,2019-12-29,1479.0,0.0,360000.0,0.0,360000.0,360000.0,RYC,5,5,20240115,20240115,20240115
4400,60023159,80054396,20240115,2024-01-08,2019-12-23,9034000.0,2020-01-05,1472.0,0.0,355000.0,0.0,355000.0,355000.0,RYC,5,5,20240115,20240115,20240115
4403,60023159,80055353,20240126,2024-01-23,2020-01-17,9151000.0,2020-02-05,1452.0,0.0,365000.0,0.0,365000.0,365000.0,RYC,5,5,20240126,20240126,20240126
4406,60023159,80055739,20240115,2024-01-14,2020-01-15,4250000.0,2020-01-22,1455.0,0.0,170000.0,0.0,170000.0,170000.0,RYC,5,5,20240115,20240115,20240115
4407,60023159,80070495,20240115,2024-01-15,2020-12-29,2902000.0,2021-01-05,1106.0,0.0,174000.0,0.0,174000.0,174000.0,RYC,5,5,20240115,20240115,20240115
4417,60023159,80070928,20240115,2024-01-02,2020-12-31,5000.0,2021-01-06,1105.0,0.0,0.0,0.0,0.0,0.0,,5,5,20240115,20240115,20240115
4418,60023159,80071561,20240115,2024-01-02,2020-12-31,33000.0,2021-01-06,1105.0,0.0,1000.0,0.0,1000.0,1000.0,RYC,5,5,20240115,20240115,20240115
4419,60023159,80087076,20240115,2024-01-05,2021-07-20,7590000.0,2021-07-27,903.0,0.0,558000.0,0.0,558000.0,558000.0,RYC,5,5,20240115,20240115,20240115
4432,60023159,80095951,20240115,2024-01-03,2021-11-15,6270000.0,2021-11-22,785.0,0.0,480000.0,0.0,480000.0,480000.0,RYC,5,5,20240115,20240115,20240115
4436,60023164,80061498,20240126,2024-01-16,2020-07-30,7541000.0,2020-08-06,1269.0,0.0,453000.0,0.0,453000.0,453000.0,RYC,5,5,20240126,20240126,20240126
4443,60023164,80069983,20240115,2024-01-15,2020-12-28,8166000.0,2021-01-03,1108.0,0.0,489000.0,0.0,489000.0,489000.0,RYC,5,5,20240115,20240115,20240115
4449,60023189,80052511,20240115,2024-01-10,2019-11-15,10409000.0,2019-11-22,1516.0,0.0,416000.0,0.0,416000.0,416000.0,RYC,5,5,20240115,20240115,20240115
4451,60023189,80052511,20240115,2024-01-11,2019-11-15,1760000.0,2019-11-22,1516.0,0.0,35000.0,0.0,35000.0,35000.0,RYC,5,5,20240115,20240115,20240115
4453,60023198,80052528,20240115,2024-01-10,2019-11-15,10021000.0,2019-11-22,1516.0,0.0,407000.0,0.0,407000.0,407000.0,RYC,5,5,20240115,20240115,20240115
4455,60023201,80055710,20240115,2024-01-14,2020-01-15,12727000.0,2020-01-19,1458.0,0.0,509000.0,0.0,509000.0,509000.0,RYC,5,5,20240115,20240115,20240115
4457,60023201,80055710,20240115,2024-01-15,2020-01-15,2276000.0,2020-01-19,1458.0,0.0,46000.0,0.0,46000.0,46000.0,RYC,5,5,20240115,20240115,20240115
4459,60023201,80096160,20240115,2024-01-15,2021-11-17,7691000.0,2021-11-26,781.0,0.0,615000.0,0.0,615000.0,615000.0,RYC,5,5,20240115,20240115,20240115
4460,60023247,80055331,20240115,2024-01-02,2020-01-03,8289000.0,2020-01-14,1463.0,0.0,332000.0,0.0,332000.0,332000.0,RYC,5,5,20240115,20240115,20240115
4462,60023247,80055331,20240115,2024-01-04,2020-01-03,1781000.0,2020-01-14,1463.0,0.0,36000.0,0.0,36000.0,36000.0,RYC,5,5,20240115,20240115,20240115
4464,60023247,80055339,20240115,2024-01-02,2020-01-03,8312000.0,2020-01-14,1463.0,0.0,336000.0,0.0,336000.0,336000.0,RYC,5,5,20240115,20240115,20240115
4467,60023247,80055339,20240115,2024-01-04,2020-01-03,1789000.0,2020-01-14,1463.0,0.0,36000.0,0.0,36000.0,36000.0,RYC,5,5,20240115,20240115,20240115
4470,60023281,80033260,20240126,2024-01-22,2018-11-23,39713000.0,2018-11-27,1887.0,0.0,410000.0,0.0,410000.0,410000.0,RYC,5,5,20240126,20240126,20240126
4473,60023281,80033260,20240126,2024-01-24,2018-11-23,753000.0,2018-11-27,1887.0,0.0,8000.0,0.0,8000.0,8000.0,RYC,5,5,20240126,20240126,20240126
4476,60023289,80052645,20240115,2024-01-08,2019-11-20,19550000.0,2019-11-30,1508.0,0.0,782000.0,0.0,782000.0,782000.0,RYC,5,5,20240115,20240115,20240115
4478,60023289,80052645,20240115,2024-01-09,2019-11-20,3522000.0,2019-11-30,1508.0,0.0,70000.0,0.0,70000.0,70000.0,RYC,5,5,20240115,20240115,20240115
4480,60023304,80053643,20240115,2024-01-10,2019-12-06,8362000.0,2019-12-11,1497.0,0.0,328000.0,0.0,328000.0,328000.0,RYC,5,5,20240115,20240115,20240115
4482,60023304,80071375,20240115,2024-01-10,2020-12-31,10184000.0,2021-01-06,1105.0,0.0,611000.0,0.0,611000.0,611000.0,RYC,5,5,20240115,20240115,20240115
4489,60023311,80113680,20240126,2024-01-25,2022-06-30,4029000.0,2022-07-12,564.0,0.0,374000.0,0.0,374000.0,374000.0,RYC,5,5,20240126,20240126,20240126
4494,60023312,80053358,20240126,2024-01-26,2019-11-29,1000000.0,2019-12-06,1513.0,0.0,40000.0,0.0,40000.0,40000.0,RYC,5,5,20240126,20240126,20240126
4495,60023312,80054168,20240115,2024-01-09,2019-12-23,5678000.0,2019-12-30,1478.0,0.0,227000.0,0.0,227000.0,227000.0,RYC,5,5,20240115,20240115,20240115
4496,60023312,80054173,20240115,2024-01-09,2019-12-19,5257000.0,2019-12-30,1478.0,0.0,214000.0,0.0,214000.0,214000.0,RYC,5,5,20240115,20240115,20240115
4498,60023312,80056513,20240115,2024-01-09,2020-02-24,2000000.0,2020-02-28,1418.0,0.0,120000.0,0.0,120000.0,120000.0,RYC,5,5,20240115,20240115,20240115
4499,60023312,80056513,20240126,2024-01-16,2020-02-24,2686000.0,2020-02-28,1429.0,0.0,161000.0,0.0,161000.0,161000.0,RYC,5,5,20240126,20240126,20240126
4500,60023312,80056831,20240126,2024-01-25,2020-03-05,2257000.0,2020-03-11,1417.0,0.0,135000.0,0.0,135000.0,135000.0,RYC,5,5,20240126,20240126,20240126
4501,60023317,80053952,20240126,2024-01-16,2019-12-25,8434000.0,2020-01-06,1482.0,0.0,342000.0,0.0,342000.0,342000.0,RYC,5,5,20240126,20240126,20240126
4503,60023333,80043393,20240126,2024-01-19,2019-05-24,2193000.0,2019-05-31,1702.0,0.0,88000.0,0.0,88000.0,88000.0,RYC,5,5,20240126,20240126,20240126
4504,60023333,80044241,20240115,2024-01-15,2019-05-28,1903000.0,2019-06-03,1688.0,0.0,76000.0,0.0,76000.0,76000.0,RYC,5,5,20240115,20240115,20240115
4505,60023333,80044241,20240126,2024-01-16,2019-05-28,2147000.0,2019-06-03,1699.0,0.0,43000.0,0.0,43000.0,43000.0,RYC,5,5,20240126,20240126,20240126
4506,60023333,80054193,20240126,2024-01-22,2019-12-20,8283000.0,2019-12-27,1492.0,0.0,321000.0,0.0,321000.0,321000.0,RYC,5,5,20240126,20240126,20240126
4509,60023333,80054193,20240126,2024-01-24,2019-12-20,4717000.0,2019-12-27,1492.0,0.0,94000.0,0.0,94000.0,94000.0,RYC,5,5,20240126,20240126,20240126
4512,60023354,80055197,20240115,2024-01-15,2019-12-30,500000.0,2020-01-07,1470.0,0.0,20000.0,0.0,20000.0,20000.0,RYC,5,5,20240115,20240115,20240115
4513,60023373,80052919,20240115,2024-01-03,2019-11-26,42000.0,2019-12-02,1506.0,0.0,2000.0,0.0,2000.0,2000.0,RYC,5,5,20240115,20240115,20240115
4514,60023409,80052886,20240126,2024-01-18,2019-11-23,9883000.0,2019-11-29,1520.0,0.0,404000.0,0.0,404000.0,404000.0,RYC,5,5,20240126,20240126,20240126
4516,60023409,80052982,20240126,2024-01-19,2019-11-26,6250000.0,2019-11-30,1519.0,0.0,250000.0,0.0,250000.0,250000.0,RYC,5,5,20240126,20240126,20240126
4518,60023409,80052982,20240126,2024-01-22,2019-11-26,2052000.0,2019-11-30,1519.0,0.0,41000.0,0.0,41000.0,41000.0,RYC,5,5,20240126,20240126,20240126
4520,60023433,80054442,20240126,2024-01-16,2019-12-27,5850000.0,2019-12-31,1488.0,0.0,234000.0,0.0,234000.0,234000.0,RYC,5,5,20240126,20240126,20240126
4522,60023433,80054442,20240126,2024-01-17,2019-12-27,1906000.0,2019-12-31,1488.0,0.0,38000.0,0.0,38000.0,38000.0,RYC,5,5,20240126,20240126,20240126
4524,60023433,80055470,20240115,2024-01-09,2020-01-20,6819000.0,2020-02-03,1443.0,0.0,273000.0,0.0,273000.0,273000.0,RYC,5,5,20240115,20240115,20240115
4526,60023433,80055470,20240115,2024-01-11,2020-01-20,2894000.0,2020-02-03,1443.0,0.0,58000.0,0.0,58000.0,58000.0,RYC,5,5,20240115,20240115,20240115
4528,60023451,80055642,20240126,2024-01-16,2020-01-14,8877000.0,2020-01-18,1470.0,0.0,355000.0,0.0,355000.0,355000.0,RYC,5,5,20240126,20240126,20240126
4532,60023490,80059628,20240115,2024-01-04,2020-06-16,8209000.0,2020-06-19,1306.0,0.0,483000.0,0.0,483000.0,483000.0,RYC,5,5,20240115,20240115,20240115
4535,60023530,80057131,20240115,2024-01-03,2020-03-23,1780000.0,2020-03-26,1391.0,0.0,107000.0,0.0,107000.0,107000.0,RYC,5,5,20240115,20240115,20240115
4536,60023535,80055848,20240126,2024-01-17,2020-01-20,175000.0,2020-02-11,1446.0,0.0,4000.0,0.0,4000.0,4000.0,RYC,5,5,20240126,20240126,20240126
4537,60023574,80054283,20240126,2024-01-22,2019-12-25,10302000.0,2019-12-31,1488.0,0.0,412000.0,0.0,412000.0,412000.0,RYC,5,5,20240126,20240126,20240126
4538,60023586,80055283,20240115,2024-01-12,2020-01-07,7000000.0,2020-01-12,1465.0,0.0,287000.0,0.0,287000.0,287000.0,RYC,5,5,20240115,20240115,20240115
4540,60023586,80099704,20240115,2024-01-08,2021-12-22,10145000.0,2022-01-09,737.0,0.0,705000.0,0.0,705000.0,705000.0,RYC,5,5,20240115,20240115,20240115
4548,60023610,80054503,20240115,2024-01-02,2019-12-24,2800000.0,2019-12-30,1478.0,0.0,112000.0,0.0,112000.0,112000.0,RYC,5,5,20240115,20240115,20240115
4549,60023615,80053293,20240126,2024-01-22,2019-11-26,12000000.0,2019-12-03,1516.0,0.0,480000.0,0.0,480000.0,480000.0,RYC,5,5,20240126,20240126,20240126
4551,60023615,80053293,20240126,2024-01-24,2019-11-26,3422000.0,2019-12-03,1516.0,0.0,68000.0,0.0,68000.0,68000.0,RYC,5,5,20240126,20240126,20240126
4553,60023620,80066970,20240126,2024-01-19,2020-11-20,10058000.0,2020-11-27,1156.0,0.0,603000.0,0.0,603000.0,603000.0,RYC,5,5,20240126,20240126,20240126
4557,60023620,80066980,20240126,2024-01-19,2020-11-19,10000000.0,2020-11-27,1156.0,0.0,599000.0,0.0,599000.0,599000.0,RYC,5,5,20240126,20240126,20240126
4561,60023655,80070294,20240115,2024-01-05,2020-12-29,1000000.0,2021-01-04,1107.0,0.0,60000.0,0.0,60000.0,60000.0,RYC,5,5,20240115,20240115,20240115
4567,60023655,80072058,20240115,2024-01-15,2021-01-18,151000.0,2021-01-21,1090.0,0.0,10000.0,0.0,10000.0,10000.0,RYC,5,5,20240115,20240115,20240115
4571,60023655,80080669,20240115,2024-01-03,2021-05-04,8505000.0,2021-05-09,982.0,0.0,592000.0,0.0,592000.0,592000.0,RYC,5,5,20240115,20240115,20240115
4574,60023655,80125545,20240115,2024-01-03,2022-11-18,9018000.0,2022-11-23,419.0,0.0,902000.0,0.0,902000.0,902000.0,RYC,5,5,20240115,20240115,20240115
4575,60023678,80086056,20240126,2024-01-16,2021-07-06,5414000.0,2021-07-08,933.0,0.0,409000.0,0.0,409000.0,409000.0,RYC,5,5,20240126,20240126,20240126
4578,60023690,80055469,20240115,2024-01-09,2020-01-13,6039000.0,2020-01-16,1461.0,0.0,238000.0,0.0,238000.0,238000.0,RYC,5,5,20240115,20240115,20240115
4580,60023705,80128055,20240126,2024-01-16,2022-12-13,154000.0,2022-12-21,402.0,0.0,2000.0,0.0,2000.0,2000.0,RYC,5,5,20240126,20240126,20240126
4581,60023717,80072033,20240115,2024-01-14,2021-01-15,10076000.0,2021-01-26,1085.0,0.0,605000.0,0.0,605000.0,605000.0,RYC,5,5,20240115,20240115,20240115
4585,60023717,80099609,20240126,2024-01-16,2021-12-21,12080000.0,2021-12-31,757.0,0.0,936000.0,0.0,936000.0,936000.0,RYC,5,5,20240126,20240126,20240126
4590,60023717,80101178,20240126,2024-01-16,2021-12-31,8000000.0,2022-01-12,745.0,0.0,604000.0,0.0,604000.0,604000.0,RYC,5,5,20240126,20240126,20240126
4595,60023717,80132542,20240126,2024-01-26,2023-01-28,6014000.0,2023-02-03,358.0,0.0,579000.0,0.0,579000.0,579000.0,RYC,5,5,20240126,20240126,20240126
4599,60023737,80034219,20240115,2024-01-03,2018-11-29,5375000.0,2018-12-05,1868.0,0.0,54000.0,0.0,54000.0,54000.0,RYC,5,5,20240115,20240115,20240115
4600,60023744,80071755,20240126,2024-01-16,2021-01-07,12000000.0,2021-01-18,1104.0,0.0,720000.0,0.0,720000.0,720000.0,RYC,5,5,20240126,20240126,20240126
4609,60023744,80071761,20240126,2024-01-16,2021-01-06,15000000.0,2021-01-10,1112.0,0.0,900000.0,0.0,900000.0,900000.0,RYC,5,5,20240126,20240126,20240126
4613,60023758,80072195,20240126,2024-01-20,2021-01-20,141000.0,2021-01-26,1096.0,0.0,9000.0,0.0,9000.0,9000.0,RYC,5,5,20240126,20240126,20240126
4615,60023760,80055150,20240115,2024-01-10,2019-12-28,5000000.0,2020-01-13,1464.0,0.0,203000.0,0.0,203000.0,203000.0,RYC,5,5,20240115,20240115,20240115
4617,60023799,80054185,20240126,2024-01-19,2019-12-30,7500000.0,2020-01-07,1481.0,0.0,300000.0,0.0,300000.0,300000.0,RYC,5,5,20240126,20240126,20240126
4618,60023799,80054405,20240126,2024-01-19,2019-12-31,4751000.0,2020-01-07,1481.0,0.0,190000.0,0.0,190000.0,190000.0,RYC,5,5,20240126,20240126,20240126
4619,60023800,80055781,20240115,2024-01-14,2020-01-15,5947000.0,2020-01-21,1456.0,0.0,238000.0,0.0,238000.0,238000.0,RYC,5,5,20240115,20240115,20240115
4624,60023800,80055781,20240115,2024-01-15,2020-01-15,149000.0,2020-01-21,1456.0,0.0,3000.0,0.0,3000.0,3000.0,RYC,5,5,20240115,20240115,20240115
4629,60023833,80072180,20240126,2024-01-20,2021-01-20,8097000.0,2021-01-26,1096.0,0.0,485000.0,0.0,485000.0,485000.0,RYC,5,5,20240126,20240126,20240126
4633,60023834,80054187,20240115,2024-01-03,2019-12-19,9180000.0,2019-12-25,1483.0,0.0,367000.0,0.0,367000.0,367000.0,RYC,5,5,20240115,20240115,20240115
4635,60023834,80054187,20240115,2024-01-04,2019-12-19,5521000.0,2019-12-25,1483.0,0.0,110000.0,0.0,110000.0,110000.0,RYC,5,5,20240115,20240115,20240115
4637,60023834,80055534,20240115,2024-01-13,2020-01-13,8460000.0,2020-01-17,1460.0,0.0,343000.0,0.0,343000.0,343000.0,RYC,5,5,20240115,20240115,20240115
4640,60023834,80055534,20240115,2024-01-15,2020-01-13,1654000.0,2020-01-17,1460.0,0.0,33000.0,0.0,33000.0,33000.0,RYC,5,5,20240115,20240115,20240115
4643,60023834,80055535,20240115,2024-01-13,2020-01-17,9152000.0,2020-02-26,1420.0,0.0,354000.0,0.0,354000.0,354000.0,RYC,5,5,20240115,20240115,20240115
4646,60023834,80055535,20240115,2024-01-15,2020-01-17,5849000.0,2020-02-26,1420.0,0.0,117000.0,0.0,117000.0,117000.0,RYC,5,5,20240115,20240115,20240115
4649,60023858,80054581,20240126,2024-01-23,2019-12-24,3000000.0,2019-12-27,1492.0,0.0,120000.0,0.0,120000.0,120000.0,RYC,5,5,20240126,20240126,20240126
4650,60023861,80052686,20240115,2024-01-15,2019-11-19,7244000.0,2019-12-27,1481.0,0.0,296000.0,0.0,296000.0,296000.0,RYC,5,5,20240115,20240115,20240115
4652,60023861,80054171,20240115,2024-01-05,2019-12-31,8232000.0,2020-01-04,1473.0,0.0,165000.0,0.0,165000.0,165000.0,RYC,5,5,20240115,20240115,20240115
4653,60023890,80055654,20240115,2024-01-15,2020-01-14,8179000.0,2020-01-18,1459.0,0.0,327000.0,0.0,327000.0,327000.0,RYC,5,5,20240115,20240115,20240115
4654,60023890,80055654,20240126,2024-01-16,2020-01-14,3826000.0,2020-01-18,1470.0,0.0,77000.0,0.0,77000.0,77000.0,RYC,5,5,20240126,20240126,20240126
4655,60023890,80055657,20240115,2024-01-15,2020-01-14,8000000.0,2020-01-18,1459.0,0.0,320000.0,0.0,320000.0,320000.0,RYC,5,5,20240115,20240115,20240115
4656,60023890,80055657,20240126,2024-01-16,2020-01-14,4469000.0,2020-01-18,1470.0,0.0,89000.0,0.0,89000.0,89000.0,RYC,5,5,20240126,20240126,20240126
4657,60023918,80055429,20240115,2024-01-15,2020-01-10,16272000.0,2020-01-15,1462.0,0.0,675000.0,0.0,675000.0,675000.0,RYC,5,5,20240115,20240115,20240115
4659,60023918,80055429,20240126,2024-01-16,2020-01-10,3893000.0,2020-01-15,1473.0,0.0,78000.0,0.0,78000.0,78000.0,RYC,5,5,20240126,20240126,20240126
4660,60023918,80055496,20240115,2024-01-09,2020-01-13,300000.0,2020-01-15,1462.0,0.0,12000.0,0.0,12000.0,12000.0,RYC,5,5,20240115,20240115,20240115
4661,60023918,80055505,20240115,2024-01-09,2020-01-13,500000.0,2020-01-15,1462.0,0.0,20000.0,0.0,20000.0,20000.0,RYC,5,5,20240115,20240115,20240115
4662,60023918,80055561,20240115,2024-01-13,2020-01-15,501000.0,2020-01-18,1459.0,0.0,20000.0,0.0,20000.0,20000.0,RYC,5,5,20240115,20240115,20240115
4663,60023940,80127692,20240126,2024-01-19,2022-12-09,8006000.0,2022-12-27,396.0,0.0,786000.0,0.0,786000.0,786000.0,RYC,5,5,20240126,20240126,20240126
4669,60023973,80059331,20240126,2024-01-22,2020-06-04,3458000.0,2020-06-15,1321.0,0.0,214000.0,0.0,214000.0,214000.0,RYC,5,5,20240126,20240126,20240126
4673,60023973,80059331,20240126,2024-01-24,2020-06-04,1988000.0,2020-06-15,1321.0,0.0,60000.0,0.0,60000.0,60000.0,RYC,5,5,20240126,20240126,20240126
4677,60023987,80054554,20240126,2024-01-24,2019-12-26,4760000.0,2019-12-30,1489.0,0.0,190000.0,0.0,190000.0,190000.0,RYC,5,5,20240126,20240126,20240126
